age,churn,contract,country,customer_id,dependents,deviceprotection,discount_offered,gender,internetservice,last_activity,monthlycharges,multiplelines,onlinebackup,onlinesecurity,paperlessbilling,partner,paymentmethod,phoneservice,product_category,purchase_amount,region,satisfaction_score,seniorcitizen,streamingmovies,streamingtv,support_tickets_raised,techsupport,tenure,totalcharges,transaction_date,transaction_id,user_name
54.00000017349819,-1.1666659597055395e-06,,,SUBS_2902,,,12.579997875518565,Male,,194.00000089147582,40.29999965893816,,,,,,Credit Card,,,,South,6.000001018524073,,,,2.0000004273455096,,9.00000062364502,,,,
34.99999982625694,1.0000011846771806,,,SUBS_1687,,,6.350000048587334,Male,,99.9999991827141,41.34999854906191,,,,,,Credit Card,,,,South,8.000000211389981,,,,5.999999049820848,,20.999998773339893,,,,
63.000000718228286,0.999999236438094,,,SUBS_3010,,,6.649999092912764,Female,,105.0000010266173,41.769998491322255,,,,,,PayPal,,,,West,2.999999488189474,,,,1.000001718868203,,40.9999994848557,,,,
59.000000855237644,0.9999990245510842,,,SUBS_155,,,17.690000040977793,Male,,99.00000043738441,37.57000171888417,,,,,,PayPal,,,,West,2.9999996760039975,,,,4.00000008392929,,16.999999932816458,,,,
60.99999824196512,-1.4095520121616069e-07,,,SUBS_2538,,,19.189999406104512,Female,,159.0000002364238,64.48000071812733,,,,,,PayPal,,,,South,10.000000839715444,,,,3.9999997207937743,,49.00000072481198,,,,
54.00000038379079,-9.172868535020185e-07,,,SUBS_1410,,,6.669999353056684,Male,,122.99999845766965,31.249998360377635,,,,,,Credit Card,,,,West,4.000001098997533,,,,1.9999988546212801,,3.9999994428833436,,,,
19.999997628414132,-1.2181486313160248e-06,,,SUBS_4058,,,8.610001171945775,Female,,258.00000124581464,53.58000036020413,,,,,,PayPal,,,,West,6.999999991458269,,,,1.0000011133419213,,43.99999946325092,,,,
50.000000128984915,-2.302887887984766e-06,,,SUBS_785,,,13.9000006893052,Female,,52.00000058639549,41.08999946622333,,,,,,PayPal,,,,West,5.999999226467067,,,,1.9999979684665894,,13.000000492948217,,,,
30.99999975910231,7.880491806695798e-07,,,SUBS_3176,,,18.429999556408404,Female,,137.9999986873123,44.35999947855918,,,,,,Debit Card,,,,South,4.000000011251178,,,,2.0000003692247548,,20.000002360952667,,,,
18.9999987344741,-1.0712706242222997e-06,,,SUBS_4342,,,9.739999119151303,Female,,231.9999980139966,51.04999993376821,,,,,,Credit Card,,,,South,9.99999969128956,,,,2.9999994108875327,,15.000000857238861,,,,
45.999999358169724,0.9999981441119932,,,SUBS_2807,,,16.19000187858964,Female,,346.00000014001296,44.88000103099196,,,,,,Debit Card,,,,North,5.000001711771337,,,,6.000000300470046,,41.00000043248337,,,,
51.000000566026706,-1.2892622063704258e-07,,,SUBS_538,,,8.079999548652388,Female,,105.0000007595991,47.899999457795644,,,,,,Credit Card,,,,South,6.000000961084362,,,,2.0000005213020486,,43.00000037577822,,,,
60.00000006077847,1.0000009154895666,,,SUBS_1842,,,12.67000058445134,Male,,316.9999997913431,34.38000092139218,,,,,,Debit Card,,,,East,1.0000021816675533,,,,3.000000708870116,,28.99999971234173,,,,
50.99999979428612,9.167461532968342e-08,,,SUBS_2456,,,8.810000137190682,Male,,180.00000187288836,54.25999893665547,,,,,,PayPal,,,,East,,,,,5.125330131495201e-07,,20.000000823979327,,,,
,0.9999985402024149,,,SUBS_525,,,5.509999186225868,Female,,313.00000093318295,58.529998878478665,,,,,,Debit Card,,,,East,8.000000478196249,,,,0.9999997931815642,,52.99999967329592,,,,
20.000002500219704,-3.007807562949532e-08,,,SUBS_2951,,,15.77000062782443,Male,,119.00000035160565,43.73999987458745,,,,,,Credit Card,,,,West,4.000000011464752,,,,1.9999993375162337,,25.00000101397071,,,,
55.00000070797869,-6.71198635005814e-07,,,SUBS_4132,,,13.52000044021696,Female,,49.000000025254074,58.16999935762642,,,,,,Debit Card,,,,South,9.000001024808208,,,,2.0000001072488414,,34.99999891657362,,,,
18.000001334764125,0.9999996921184215,,,SUBS_4781,,,19.66000027666176,Male,,351.00000086584157,45.67000003543861,,,,,,Debit Card,,,,West,1.999999450008372,,,,3.0000008366181325,,46.9999993315567,,,,
,2.425585545330676e-06,,,SUBS_4116,,,9.21999784144006,Male,,35.999999457695885,52.79000133947173,,,,,,Credit Card,,,,North,8.00000069162325,,,,4.000000547246313,,37.000000228712224,,,,
54.99999975472655,-9.445057604333759e-07,,,SUBS_2369,,,10.319999181213078,Male,,216.9999994677379,58.430001164588276,,,,,,Debit Card,,,,East,7.999997473322411,,,,1.0000007602665009,,46.99999920909604,,,,
49.000001099612774,9.825754362207952e-07,,,SUBS_3848,,,5.260000443950144,Female,,74.00000026424284,48.930001298619466,,,,,,PayPal,,,,West,6.000000378294428,,,,2.0000008173674595,,46.999997577464654,,,,
22.999999566037726,0.9999994760915024,,,SUBS_4496,,,19.370000593436227,Male,,332.99999848064454,37.17000007102147,,,,,,Credit Card,,,,East,1.9999994495607267,,,,3.999999701219529,,23.000000197983617,,,,
,0.9999991781040628,,,SUBS_2702,,,18.169999114709675,Male,,352.99999875172034,54.90000093299088,,,,,,Debit Card,,,,North,8.00000001963806,,,,1.9999999453454125,,25.00000073171278,,,,
17.999998675885532,4.876795184570746e-07,,,SUBS_972,,,9.38000139093775,Male,,140.99999991241205,53.250000687238405,,,,,,PayPal,,,,West,10.000000534544746,,,,3.99999854483936,,31.999999076180313,,,,
56.999998487354894,1.2973925925437078e-06,,,SUBS_1167,,,15.109999620369848,Male,,261.0000011770988,57.270000612510955,,,,,,Debit Card,,,,West,8.000001028800625,,,,1.0000025318375851,,36.00000005239864,,,,
,0.9999990456859459,,,SUBS_4930,,,16.660000845135993,Female,,364.0000012900172,52.19999964741006,,,,,,PayPal,,,,West,8.999999181736591,,,,2.0000029654146916,,12.00000200186206,,,,
21.99999734372062,-2.0240413437320975e-06,,,SUBS_2775,,,17.87000020343091,Male,,4.999999518288427,41.28000076129362,,,,,,Debit Card,,,,South,3.999999907925432,,,,-6.603035386925603e-07,,9.999999887690192,,,,
35.0000006856706,1.1870547323515783e-06,,,SUBS_1983,,,10.709999444488442,Male,,146.99999806543207,43.000000558558476,,,,,,PayPal,,,,South,5.000000957501916,,,,1.0000000725550868,,19.999998532745302,,,,
48.99999935470857,1.0000010835508901,,,SUBS_854,,,6.890000065557493,Female,,121.00000131404634,32.88000028285883,,,,,,Debit Card,,,,West,,,,,3.9999997247809005,,24.9999991212991,,,,
51.00000034690732,-1.0316777021192519e-06,,,SUBS_4147,,,9.850002495148411,Male,,29.99999974217735,65.46999891815517,,,,,,Credit Card,,,,West,,,,,2.0000026696584863,,53.999999322922314,,,,
63.000000897782826,-1.697276471258422e-07,,,SUBS_3737,,,16.460001261967385,Male,,175.00000058591672,57.18999937210279,,,,,,Credit Card,,,,East,9.000000116858905,,,,1.000001395017913,,24.999999580574613,,,,
36.999998064277406,1.064485780903241e-06,,,SUBS_3770,,,7.5800013605594065,Female,,202.00000027753424,46.32999971586257,,,,,,Credit Card,,,,North,4.999999286939746,,,,0.9999996572997243,,39.00000061005418,,,,
29.99999998757701,1.5702690386534588e-06,,,SUBS_575,,,13.22000061770241,Female,,262.9999997079929,43.36999926865499,,,,,,PayPal,,,,East,5.999999282150112,,,,1.4001260055998214e-06,,5.999999201138048,,,,
44.0000010800494,1.040169280416126e-06,,,SUBS_3262,,,11.090000063285256,Male,,224.00000045201872,52.43999955336736,,,,,,Credit Card,,,,North,7.0000011145117815,,,,-7.530347097912659e-07,,35.00000032779524,,,,
28.00000030109055,4.288132797288126e-07,,,SUBS_1149,,,18.41999875732853,Female,,118.9999996089531,60.4600007251841,,,,,,PayPal,,,,North,7.000001274128276,,,,1.000001041344396,,51.999998305757515,,,,
34.99999986328522,0.9999999486460024,,,SUBS_1716,,,13.420001381424106,Female,,217.99999955673312,40.14000116700584,,,,,,Credit Card,,,,North,2.0000002019554506,,,,1.9999986662927425,,39.000001927407155,,,,
49.0000002195762,-8.846809367240449e-07,,,SUBS_4778,,,11.680000250602353,Male,,173.00000070578633,55.51000017063455,,,,,,PayPal,,,,North,9.999999893652056,,,,2.0000031248075087,,21.000000562317997,,,,
,-8.866760126622757e-07,,,SUBS_4934,,,11.219999465076922,Female,,124.00000063306287,54.610000519402035,,,,,,PayPal,,,,East,7.999998921676967,,,,2.0000017707958704,,40.999999321079436,,,,
40.000000281661485,1.7516391217437333e-06,,,SUBS_3855,,,15.860001269151272,Male,,140.9999997418374,42.43999967665678,,,,,,PayPal,,,,East,4.000000418601838,,,,3.000000400523127,,25.99999979467621,,,,
,0.999999478222931,,,SUBS_2492,,,8.269999588655109,Male,,323.0000019733231,47.240000113248755,,,,,,Credit Card,,,,East,6.000000997966027,,,,1.0000004054273637,,27.999999240778376,,,,
48.99999886351616,-5.403422675368333e-08,,,SUBS_2661,,,5.600002240007298,Male,,27.999999376894987,47.13000097007725,,,,,,Debit Card,,,,East,5.000001425858706,,,,3.9999974818857678,,54.99999841441022,,,,
46.00000195971488,0.9999984452718439,,,SUBS_3125,,,5.230001304307449,Female,,22.000002662795943,30.919999481207988,,,,,,Credit Card,,,,North,1.9999982894649078,,,,4.000000886339984,,29.999999934312353,,,,
63.99999921272628,6.951825963315132e-07,,,SUBS_3052,,,6.599998167721225,Male,,13.000002038830342,53.870000373754294,,,,,,Debit Card,,,,West,5.999999178852359,,,,1.0000015382051508,,55.000001720265864,,,,
59.99999959463387,-3.686974651909812e-07,,,SUBS_5,,,13.180000978970659,Male,,64.99999964379624,45.97000017420707,,,,,,Credit Card,,,,East,,,,,1.9999991024595973,,6.0000005862263714,,,,
27.99999925442157,0.9999994626046042,,,SUBS_4870,,,7.390000732162855,Female,,91.00000010965559,31.770000714413555,,,,,,Credit Card,,,,East,2.000002072113325,,,,1.0000012481347977,,14.99999976823627,,,,
30.99999991107427,2.245765253247728e-07,,,SUBS_877,,,9.20000162965325,Female,,31.999999689977276,43.55000034067656,,,,,,PayPal,,,,East,6.999999312164275,,,,2.999999746286565,,18.00000198443099,,,,
19.99999873302653,-2.417251074175625e-07,,,SUBS_992,,,6.179999220170601,Male,,283.999999616027,32.70000070238576,,,,,,Credit Card,,,,South,3.999999711832523,,,,2.999999491032208,,10.999999679446432,,,,
42.99999977530622,1.1650125814367824e-06,,,SUBS_4143,,,18.720000667461427,Male,,53.999999850153046,56.369998912815625,,,,,,Debit Card,,,,North,9.000000498651199,,,,1.999999229273779,,19.999999192772606,,,,
,5.140363789759966e-07,,,SUBS_4365,,,8.300000584847542,Female,,137.99999931539244,60.4399988458034,,,,,,PayPal,,,,South,10.000001154132725,,,,-7.645236578311641e-07,,36.00000051244252,,,,
43.0000012554461,1.0000006158125887,,,SUBS_4466,,,12.239999672143176,Male,,357.0000012700105,47.88999872849614,,,,,,PayPal,,,,East,3.000000242984498,,,,3.0000004106942124,,56.00000054986085,,,,
35.999999974343645,1.0000005810905754,,,SUBS_636,,,15.680000329869927,Male,,324.00000082571484,54.71000058509199,,,,,,PayPal,,,,South,,,,,2.0000006957916105,,13.00000014639978,,,,
45.999997604660145,1.0182724563767659e-06,,,SUBS_1694,,,13.85000165612204,Female,,131.00000071229348,64.1200007566444,,,,,,PayPal,,,,West,9.99999974063273,,,,0.9999991762950385,,41.99999874843077,,,,
51.000000666256966,0.9999999477737856,,,SUBS_1683,,,18.569998489056307,Male,,310.00000049876036,48.76000037253012,,,,,,PayPal,,,,North,2.000000875393973,,,,1.9999991914454442,,54.999999372857744,,,,
,1.0000001939150995,,,SUBS_4753,,,15.180001308945895,Female,,353.0000014280422,43.549999859072585,,,,,,Credit Card,,,,East,4.999999629443981,,,,3.000002578187071,,29.999999819018136,,,,
56.00000004735319,7.701015913619913e-07,,,SUBS_120,,,10.620001626983502,Female,,240.9999989402547,64.35000146979368,,,,,,PayPal,,,,West,10.000001655523482,,,,2.00000007598523,,58.00000169546441,,,,
,1.4590489049694498e-06,,,SUBS_831,,,17.340000517281485,Male,,97.9999993818991,52.50000066950278,,,,,,PayPal,,,,North,8.999999273681787,,,,3.000002542211229,,16.000000331376672,,,,
50.99999999288359,1.00000000889436,,,SUBS_3676,,,18.190000013549277,Female,,253.99999873636276,48.400000096410274,,,,,,Credit Card,,,,North,1.9999998072457934,,,,1.0000008882982594,,51.99999852072989,,,,
35.99999915880093,-2.9540994496252454e-07,,,SUBS_1370,,,6.469998812345595,Male,,227.99999883054528,62.88000115433105,,,,,,Credit Card,,,,North,10.00000084382435,,,,0.9999991929485742,,57.000000516872994,,,,
37.99999891840151,0.9999995747224428,,,SUBS_741,,,7.240000439724008,Male,,321.99999910131953,48.27000039710057,,,,,,Credit Card,,,,South,,,,,3.9999979601190705,,40.99999903100406,,,,
49.99999994718539,0.9999986341338861,,,SUBS_117,,,13.499998460536832,Male,,5.000000706455213,44.17999892407232,,,,,,Debit Card,,,,North,,,,,0.9999989415303685,,36.00000001294802,,,,
67.00000031580956,-3.5180488693108366e-07,,,SUBS_2839,,,12.750000432870973,Male,,183.00000125631638,57.32000061690129,,,,,,Debit Card,,,,South,9.999999611385226,,,,1.9999987035284528,,25.99999969896383,,,,
53.9999999244559,3.4496003236333843e-07,,,SUBS_1151,,,16.879998102011673,Female,,9.999999590393756,60.91999936896076,,,,,,Credit Card,,,,South,9.000001812899947,,,,3.000002464298615,,42.00000126564022,,,,
48.999998753763855,0.9999988172434442,,,SUBS_1932,,,12.640001274251116,Female,,292.999999150721,34.14999967430371,,,,,,Credit Card,,,,East,2.0000006543533897,,,,1.0000021794036644,,10.999998880857138,,,,
,8.90298262168887e-08,,,SUBS_1013,,,10.580002049694947,Male,,123.0000005153894,33.59999866175173,,,,,,PayPal,,,,East,,,,,3.0000003014146466,,1.9999999736173983,,,,
60.999999993606515,1.0000010836029465,,,SUBS_1665,,,8.330000737251103,Male,,196.99999829174652,33.54000062124576,,,,,,Debit Card,,,,North,2.9999994436439215,,,,2.999998917729156,,19.000000254300488,,,,
25.00000072811366,1.0000010610548933,,,SUBS_1082,,,5.529999955317469,Female,,213.9999989836252,37.11999963703755,,,,,,Credit Card,,,,South,1.9999983047703918,,,,4.126139468042128e-07,,33.000000773476685,,,,
,0.9999994446042315,,,SUBS_4730,,,18.290000707676366,Male,,307.0000005755701,46.46999881498815,,,,,,Credit Card,,,,North,1.99999928863156,,,,1.000001686755855,,47.99999963547093,,,,
46.00000063596347,1.191085914174e-06,,,SUBS_513,,,6.869999823697175,Female,,55.99999966007687,51.199997641897475,,,,,,PayPal,,,,North,8.000000751312122,,,,1.0000012018632283,,32.999999998524416,,,,
27.999999590501705,-1.7034800395557379e-06,,,SUBS_2850,,,17.320000598020464,Female,,243.00000144976354,52.99999857365665,,,,,,Credit Card,,,,East,5.000001124844995,,,,2.999999959286423,,50.00000077950762,,,,
52.000001204134925,-7.1472487375054e-07,,,SUBS_560,,,18.339999764119263,Male,,198.9999987058661,50.74999960082753,,,,,,Credit Card,,,,East,6.000001045201301,,,,1.000000420139544,,24.000000408286827,,,,
60.999999527650395,-3.806114731427616e-07,,,SUBS_3673,,,10.759998761681763,Male,,236.99999995840358,57.7899998481476,,,,,,Credit Card,,,,East,,,,,3.000000065953461,,43.00000155545063,,,,
,3.8276273000840325e-08,,,SUBS_4584,,,18.93999993982544,Male,,4.000001872585855,52.73000001974503,,,,,,Credit Card,,,,West,9.000000721183977,,,,3.99999993977235,,23.000000328583273,,,,
66.00000133070218,1.000001044612068,,,SUBS_4993,,,12.709998105981521,Female,,157.00000017310438,28.969997728173862,,,,,,Debit Card,,,,West,1.000000418437486,,,,2.000000996991676,,9.000000842997169,,,,
36.99999931199887,1.0000010312502767,,,SUBS_3344,,,8.499997425843157,Female,,242.99999861012037,37.189999502202404,,,,,,PayPal,,,,South,3.0000012541451153,,,,3.0000009164756696,,26.00000074904387,,,,
,-2.9184294422091893e-07,,,SUBS_4071,,,19.209999377996475,Female,,181.0000003046857,49.63000078820048,,,,,,PayPal,,,,South,7.00000002374693,,,,3.0000012245664798,,19.000000629457492,,,,
64.00000051232782,-2.0552143861355453e-06,,,SUBS_4800,,,16.78000117192115,Male,,170.9999997334175,57.94999901327608,,,,,,Debit Card,,,,East,6.99999991769547,,,,3.0000000669379103,,49.99999987749869,,,,
26.999999730235462,1.0000010784922115,,,SUBS_1471,,,8.519999930000337,Male,,265.9999986656672,34.33999917377695,,,,,,PayPal,,,,West,1.000000975159304,,,,6.0000002762415985,,44.99999998941103,,,,
67.00000069760529,-9.238482907534775e-07,,,SUBS_581,,,16.130002112292868,Female,,201.00000079263432,53.39000059336497,,,,,,PayPal,,,,North,8.000000303126571,,,,0.9999993937360844,,21.999999338401135,,,,
59.999999720821464,1.6100969701274705e-07,,,SUBS_2295,,,7.369999344999322,Female,,190.99999928089952,34.13999938308878,,,,,,PayPal,,,,East,4.9999971544685495,,,,2.0000023763254497,,1.9999996138241791,,,,
55.00000136997576,0.9999993487727136,,,SUBS_3148,,,8.640000863942781,Male,,43.000002050501166,42.97999972799608,,,,,,Debit Card,,,,South,1.9999999265303479,,,,2.0000015212544295,,55.99999927066721,,,,
42.00000102451405,-2.6085177065640604e-07,,,SUBS_4250,,,19.48000062361224,Male,,68.99999761860931,67.02999823282363,,,,,,Debit Card,,,,East,9.999999853988932,,,,2.0000007937294235,,47.99999790286483,,,,
18.999998859190324,1.0000001858074394,,,SUBS_1680,,,11.949999367001299,Male,,10.999999089490887,28.94000074414239,,,,,,PayPal,,,,West,1.0000007460970972,,,,1.999999390437998,,10.000001377709161,,,,
50.000001443930884,-5.322050920884794e-07,,,SUBS_3507,,,14.990001263837312,Male,,62.99999965616852,53.38000018675647,,,,,,Debit Card,,,,North,8.999999483465862,,,,2.000000374889461,,18.999999649903824,,,,
42.00000047570998,-3.6468965818401526e-07,,,SUBS_2745,,,14.640001157556496,Female,,221.0000009408113,47.06000030196253,,,,,,Credit Card,,,,East,7.000000755327988,,,,1.0843441623211657e-06,,8.000000216380599,,,,
,0.9999990999193327,,,SUBS_3357,,,19.020000325178252,Female,,328.99999969616,58.20000048906055,,,,,,Credit Card,,,,East,6.000000285034763,,,,-4.1848277110761307e-07,,42.99999763076361,,,,
26.000001148979862,2.723661701188477e-08,,,SUBS_4046,,,17.650000094948535,Male,,31.99999840972319,45.00999816705926,,,,,,Debit Card,,,,West,4.000000378768366,,,,4.0000001996913355,,37.0000010735527,,,,
43.00000132125688,-3.450985706793352e-07,,,SUBS_1244,,,16.19999941267948,Female,,217.99999745585214,54.61000162436455,,,,,,Credit Card,,,,North,9.000000059525021,,,,-5.37857451950099e-07,,18.999999781427768,,,,
21.000001349562673,1.9430914678057457e-06,,,SUBS_3119,,,16.23999983351856,Female,,108.00000019792682,42.830000472178,,,,,,PayPal,,,,North,6.000000804278112,,,,2.0000012665358398,,7.0000001874570135,,,,
58.00000077793786,1.3804231666044975e-06,,,SUBS_2142,,,10.06999923933232,Male,,213.0000007633354,46.12000171287445,,,,,,Debit Card,,,,East,8.999999298575858,,,,1.999997936472215,,9.000000223957226,,,,
17.999999378323324,-3.790112624869606e-07,,,SUBS_3060,,,13.910001467389039,Female,,261.99999962093716,46.710000464361485,,,,,,PayPal,,,,North,,,,,3.000001663824298,,48.00000146309646,,,,
63.99999993983092,1.0360004967962555e-06,,,SUBS_4549,,,16.279998645776246,Male,,21.99999947308255,54.61000015356594,,,,,,Credit Card,,,,North,8.99999990563257,,,,2.0000006949408062,,19.00000214773261,,,,
27.000000119141692,-2.418715932790214e-07,,,SUBS_2960,,,9.310000430583562,Male,,117.00000003587738,51.57999879589045,,,,,,PayPal,,,,North,7.999998965121751,,,,0.9999991780169445,,26.00000003261986,,,,
30.99999980230957,2.2944772182944777e-07,,,SUBS_2266,,,8.899998102809754,Female,,89.00000054096054,59.37999988518831,,,,,,Credit Card,,,,South,9.999999585724696,,,,0.9999966368678933,,30.9999984564089,,,,
28.000000263406562,-7.276806212457443e-07,,,SUBS_2480,,,17.34000000084067,Male,,146.9999988500904,46.050001698340886,,,,,,Debit Card,,,,North,5.999999656507354,,,,1.0000007935614232,,13.00000030103764,,,,
67.99999900709822,6.611898197169704e-07,,,SUBS_4647,,,18.76000031816495,Female,,104.00000083219743,54.1199996251336,,,,,,Debit Card,,,,South,,,,,1.0000013619550994,,9.999998796212855,,,,
68.00000055285965,1.1230562972829211e-06,,,SUBS_1636,,,12.100001305699758,Female,,259.9999993189838,44.50000002091607,,,,,,Debit Card,,,,West,4.000000821366518,,,,0.9999995299114384,,26.999999977158797,,,,
21.999999706221907,-8.742540576039825e-07,,,SUBS_1758,,,14.209999955995219,Female,,69.0000007314838,54.04999891045239,,,,,,Debit Card,,,,North,10.000000443955809,,,,7.023769867746866e-07,,7.000000291883001,,,,
